"","station_id","date","sinclair2017","post","affiliation","weekday","callsign","national_politics"
"331",3930,"8/17/2017",0,0,"CBS","Thu","KBZK",0.257198045272727
"332",3930,"8/24/2017",0,0,"CBS","Thu","KBZK",0.167591285172414
"333",3930,"8/3/2017",0,0,"CBS","Thu","KBZK",0.142792052241379
"334",3930,"8/31/2017",0,0,"CBS","Thu","KBZK",0.121247272833333
"335",3930,"10/12/2017",0,1,"CBS","Thu","KBZK",0.199600394516129
"336",3930,"10/19/2017",0,1,"CBS","Thu","KBZK",0.18436605
"337",3930,"10/26/2017",0,1,"CBS","Thu","KBZK",0.203718803194444
"338",3930,"10/5/2017",0,1,"CBS","Thu","KBZK",0.174337287586207
"339",3930,"11/16/2017",0,1,"CBS","Thu","KBZK",0.276294293859649
"340",3930,"11/2/2017",0,1,"CBS","Thu","KBZK",0.208524203103448
"341",3930,"11/23/2017",0,1,"CBS","Thu","KBZK",0.163290822040816
"342",3930,"11/30/2017",0,1,"CBS","Thu","KBZK",0.236106733454545
"343",3930,"11/9/2017",0,1,"CBS","Thu","KBZK",0.251988891272727
